Life expectancy ,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
71.4,18,4.66,477.1341814,78,1,46.7,21,82,5.91,79,0.1,2472.197831,2.6,2.3,0.65,11.3
78.0,0,1.98,41.30688803,98,0,15.6,0,97,5.84,98,0.1,298.67598,14.7,14.8,0.587,11.8
69.5,135,0.01,53.26400378,97,718,14.6,173,97,2.91,97,0.1,681.125368,19.1,19.7,0.523,8.4
86.0,0,11.36,2267.252192,94,0,59.2,0,96,7.68,99,0.1,14965.361,0.9,0.9,0.884,13.7
69.0,40,1.69,195.9824626,94,641,25.5,59,94,5.33,94,1.9,1312.67557,7.1,7.0,0.547,10.5
74.4,285,3.88,312.6624819,92,109023,25.7,332,94,4.32,93,0.1,2695.366223,4.7,4.1,0.659,11.4
72.1,0,7.91,12.94324581,99,0,29.2,0,99,4.17,99,0.1,1176.65871,6.0,6.4,0.715,12.3
76.9,0,4.64,7.959131146,88,10,53.7,0,89,9.71,88,0.1,55.156834,2.6,2.5,0.711,13.4
69.8,1,14.22,464.077513,91,1,57.7,1,9,6.44,95,0.1,4735.484827,2.2,2.3,0.739,14.9
73.7,10,4.72,69.43934508,93,0,52.2,12,92,5.3,93,0.2,522.493191,1.1,1.1,0.708,13.3
73.2,3,3.36,292.753101,98,0,49.4,3,99,6.82,98,0.2,1464.497754,1.9,1.8,0.613,11.3
63.9,9,6.0,112.541157,99,245,43.9,10,96,4.16,97,0.1,1229.958,2.7,2.7,0.676,12.1
64.3,0,5.27,10.8139134,96,0,23.4,0,97,1.4,97,1.6,81.86157,7.0,7.0,0.514,10.0
71.0,0,4.6,336.3213326,88,0,25.3,0,88,3.78,88,0.1,3861.32414,8.1,8.1,0.667,12.1
72.5,0,3.97,47.35260547,12,0,71.4,0,54,4.52,26,0.1,359.82223,0.2,0.2,0.688,12.9
54.8,64,1.19,49.90987221,76,145,21.3,90,73,5.58,76,6.9,566.513873,3.6,3.5,0.4,9.2
73.5,1,2.19,527.9176618,74,526,59.7,1,74,9.3,74,0.1,5425.6697,4.8,4.7,0.0,14.8
83.0,0,9.0,3189.754439,95,149,63.7,0,99,9.18,99,0.1,26917.75898,0.8,0.7,0.859,16.4
57.3,85,0.02,1.388647732,66,1296,14.2,118,58,8.7,58,0.1,25.2941299,19.3,19.5,0.396,7.9
71.6,0,12.1,76.36187737,94,1,58.1,0,9,5.67,94,0.1,676.966998,3.1,3.1,0.792,16.3
73.0,0,0.01,414.0242418,97,0,3.5,0,95,4.76,95,0.2,3529.61843,6.8,6.7,0.643,13.5
71.8,0,4.26,3.349816965,93,0,24.3,0,95,4.86,95,0.8,248.13459,8.5,8.5,0.582,11.2
73.7,11,5.88,547.2101411,98,6071,26.8,12,99,4.11,99,0.3,4212.5492,8.3,8.5,0.706,13.0
65.9,0,7.56,345.9044258,98,0,45.0,1,98,5.1,98,0.3,3944.178173,5.5,5.3,0.633,10.3
68.2,164,0.01,42.3304549,86,6192,13.0,215,95,2.8,94,0.1,494.51466,19.7,2.3,0.506,8.4
81.0,2,8.0,6333.177967,14,6,61.3,2,93,9.57,93,0.1,36189.58838,0.5,0.4,0.886,15.8
76.1,34,5.3,1117.196097,98,3,6.8,39,97,6.4,97,0.1,9834.472689,1.6,1.6,0.745,12.6
59.4,41,1.7,129.0263364,84,420,23.0,62,84,4.64,84,2.9,922.9351677,7.9,7.9,0.51,8.7
73.2,3,0.49,315.6639322,94,5729,29.8,4,95,3.74,95,0.1,4955.477743,9.2,8.9,0.731,12.7
66.8,69,4.73,11.69704463,7,7120,17.8,90,74,3.21,78,0.1,138.91977,1.0,9.6,0.618,11.4
78.5,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.7,0.79,13.8
50.0,3,5.55,43.3664999,92,0,28.5,4,88,7.5,87,40.7,347.48798,6.5,6.7,0.508,10.5
75.0,0,1.18,345.339056,61,0,47.4,0,66,3.66,67,0.1,2697.961375,1.5,1.5,0.582,10.7
78.8,1,12.05,5160.508378,64,61,59.8,1,96,9.32,95,0.1,35589.71295,0.8,0.8,0.88,18.8
68.0,11,0.64,126.6142137,71,1,41.9,14,67,5.92,72,1.5,854.346921,1.4,1.4,0.454,8.2
68.9,0,2.31,60.65068446,99,1,58.0,0,99,4.26,99,0.1,3369.48247,4.0,3.7,0.704,14.5
72.1,3,6.38,20.68037294,92,0,42.8,4,96,6.7,96,0.2,157.145691,2.3,2.2,0.646,12.3
67.9,1,0.28,244.0391949,91,21,2.3,1,92,5.17,91,0.5,2178.921383,16.6,17.3,0.0,11.4
67.1,0,1.18,195.5259417,81,0,41.3,0,89,5.64,9,0.1,818.442619,1.3,1.3,0.459,8.1
73.0,0,5.26,99.08095375,86,0,54.8,0,96,5.81,96,0.5,833.31332,3.5,3.4,0.7,12.3
76.3,0,12.21,2160.380199,97,2,6.0,0,96,8.18,96,0.1,14157.14416,1.7,1.6,0.803,14.2
88.0,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,1.7,2.0,0.88,15.7
60.0,73,0.01,92.88697859,78,2027,17.2,109,82,7.58,78,4.6,647.74741,5.8,5.8,0.477,10.0
72.8,20,0.56,183.6592186,98,633,53.6,23,99,5.86,99,0.1,2834.2472,6.3,6.2,0.603,10.7
79.4,0,10.98,5579.199083,94,15,6.6,1,99,9.17,98,0.1,38852.3613,0.8,0.8,0.865,15.7
79.1,0,12.01,239.6409938,93,1,56.8,0,97,6.89,97,0.1,3539.7488,0.9,1.0,0.844,13.7
59.6,11,0.59,124.3789361,67,3863,39.6,14,62,6.79,68,1.4,588.3582595,1.5,1.4,0.433,7.2
69.9,3,3.1,400.1342971,94,0,47.8,4,93,7.61,94,0.3,2519.737387,2.0,1.9,0.628,12.0
88.0,2,8.65,4506.255963,96,135,58.2,2,97,8.71,95,0.1,31959.26215,0.5,0.5,0.851,15.8
81.4,1,8.68,1475.030397,51,2632,61.0,1,97,11.4,97,0.1,51574.48942,1.0,0.9,0.922,18.1
68.8,0,0.01,3.718438799,88,0,49.7,0,94,5.5,88,0.1,29.652622,1.1,1.2,0.512,9.6
73.0,7,6.32,293.0196601,79,0,46.1,8,65,5.53,79,2.3,2372.628827,3.6,3.5,0.665,12.4
75.0,2,9.5,79.41502672,98,13,55.5,3,99,6.2,99,0.1,821.251569,2.3,2.5,0.797,14.8
59.7,25,0.01,90.12206791,78,786,25.2,39,74,4.59,78,1.1,943.686575,7.1,6.9,0.475,10.7
79.5,1,3.45,384.5129138,91,1,59.5,1,91,9.31,91,0.1,1647.44179,1.7,1.7,0.768,13.9
78.4,3,12.25,437.1059663,87,4657,56.1,4,97,1.4,93,0.1,2525.16445,1.2,1.1,0.867,16.3
69.8,5,8.39,375.6835376,48,39,58.5,6,57,7.81,52,0.2,2965.142365,2.4,2.5,0.728,14.9
69.1,6,6.82,235.3566066,95,55,5.6,7,98,4.32,99,0.1,12387.18982,2.4,2.5,0.774,14.7
66.8,0,1.18,16.83170578,79,0,4.4,0,84,6.0,84,0.1,744.7657423,1.3,1.3,0.453,8.0
58.1,4,0.01,8.20063742,87,0,25.0,6,87,6.14,87,4.5,61.566347,7.5,7.3,0.415,9.1
82.0,2,6.98,5439.691769,96,5189,61.5,2,96,9.27,96,0.1,38334.68477,0.5,0.5,0.872,16.4
73.9,18,0.45,179.8598949,99,92,56.5,21,99,5.94,99,0.1,3111.762887,6.4,6.2,0.634,12.1
74.0,1,9.54,96.33237912,93,2,55.8,1,95,1.5,95,0.1,671.773913,2.3,2.4,0.749,13.5
68.1,1,11.01,45.65007798,99,1,56.7,1,98,6.89,99,0.1,3126.71767,2.3,2.5,0.713,14.4
47.1,3,6.72,143.6197316,86,49,26.3,4,87,5.11,84,48.8,1437.634951,9.0,9.2,0.506,9.3
54.3,57,0.53,67.70920683,9,128,18.5,98,79,6.56,78,1.8,521.6425796,9.7,9.5,0.35,6.1
76.8,0,5.82,482.8039445,94,0,62.9,0,94,8.68,94,0.1,16881.2568,1.5,1.4,0.788,15.5
74.0,3,1.36,379.7659054,96,1,51.4,4,97,5.63,97,0.1,3112.83529,6.4,6.3,0.673,13.6
79.0,13,2.21,472.2234994,95,0,45.9,15,96,6.65,95,0.4,2794.22189,1.3,1.3,0.589,10.4
77.0,0,3.82,155.2072669,4,0,22.6,0,92,5.17,91,0.8,1373.515636,9.2,9.1,0.569,11.3
65.5,10,0.37,19.83672308,81,0,33.5,12,79,5.89,84,0.3,337.359236,3.8,3.9,0.572,10.6
53.2,99,10.09,44.52614001,64,22,14.5,155,59,9.36,64,8.7,315.788227,6.5,6.5,0.429,10.9
81.0,1,10.3,579.1331637,95,10,61.5,2,92,8.45,92,0.1,3416.71483,0.7,0.6,0.91,20.3
72.9,19,0.5,2.548922758,83,2302,48.9,22,88,3.24,88,0.1,31.122378,6.1,6.0,0.68,12.0
76.2,1,6.58,1712.225506,95,0,58.9,1,95,11.17,95,0.1,5877.87678,1.6,1.6,0.756,15.2
67.3,185,0.01,4.11469667,11,9743,12.0,247,88,2.62,99,0.1,46.7579167,2.1,2.7,0.491,8.1
67.2,30,0.32,44.12059646,62,9081,51.9,37,69,5.61,74,0.1,1391.816923,5.4,5.2,0.603,9.8
45.9,3,5.65,2.819124474,9,350,27.1,4,87,5.71,85,50.6,22.99449,8.2,8.4,0.493,9.1
62.1,22,0.32,8.309152927,94,11,2.3,36,93,4.72,94,0.7,95.3978522,11.0,1.9,0.425,6.8
73.2,4,1.19,257.2878697,94,231,48.9,5,98,5.29,98,0.1,2254.933126,6.5,6.4,0.654,13.1
73.0,1,2.19,510.6035166,8,8,58.6,1,8,1.9,8,0.1,5253.122599,4.9,4.7,0.0,15.0
69.8,0,6.56,629.2018591,95,0,49.3,0,95,5.79,95,0.2,4688.538443,3.4,3.4,0.706,12.9
72.1,0,4.25,26.45133197,95,0,24.9,0,97,5.11,96,0.6,234.28992,8.3,8.3,0.596,11.9
58.4,79,10.03,116.202964,8,1313,16.3,119,79,11.2,8,8.0,594.9972557,6.0,6.0,0.473,10.9
81.0,1,2.47,471.5533294,99,931,62.1,1,94,7.33,94,0.1,29657.4421,1.1,1.1,0.877,15.8
75.8,171,5.78,109.8743903,99,52628,31.9,198,99,5.55,99,0.1,7683.5238,3.7,3.0,0.723,13.1
80.0,2,11.22,7641.270645,88,574,59.5,3,95,11.4,96,0.1,41732.7725,1.1,1.1,0.906,16.7
67.9,143,0.08,125.7980678,82,20818,22.1,174,85,2.83,78,0.3,2254.44566,1.7,1.6,0.645,11.7
63.5,6,2.86,186.1013972,96,1,4.0,8,98,4.3,97,0.1,1453.917166,3.4,3.4,0.0,10.3
62.8,16,7.92,63.78723633,97,121,18.3,23,93,7.91,97,2.3,563.491487,6.5,6.3,0.454,10.0
75.4,44,4.9,920.8284115,98,64,55.7,52,98,6.11,98,0.1,7199.59665,1.8,1.8,0.714,12.1
76.3,2,10.59,220.4916851,98,13,58.4,2,96,6.88,99,0.1,12599.52486,2.1,2.2,0.822,15.1
79.6,0,12.25,3119.349824,97,5,58.1,0,97,1.44,98,0.1,22538.6548,0.7,0.5,0.812,16.0
74.7,7,3.63,19.60467787,94,0,48.6,9,95,5.94,96,0.2,359.71886,1.4,1.3,0.696,12.9
71.8,17,4.45,393.8773633,78,139,48.2,20,83,5.67,81,0.1,2355.725857,2.5,2.3,0.656,11.5
52.2,46,0.64,76.52382535,39,226,18.2,78,46,3.42,39,3.1,986.13177,8.8,8.7,0.387,7.3
68.3,0,1.1,29.5207994,9,0,46.4,0,94,7.47,9,0.1,1272.44825,1.2,1.2,0.492,9.3
65.9,10,0.38,2.626234903,88,3,34.1,12,76,5.7,83,0.3,44.2872665,3.8,3.9,0.579,10.7
67.0,65,4.22,105.7306982,49,118,2.1,84,9,3.91,89,0.1,1194.697155,1.0,9.7,0.642,11.6
71.2,3,3.7,218.5716179,86,0,46.4,4,87,6.11,86,0.3,1175.116225,2.0,1.9,0.592,11.0
51.3,104,9.89,36.60609252,62,141,14.2,164,58,8.9,62,8.9,288.236949,6.6,6.6,0.427,11.6
75.5,16,1.45,181.9083783,96,565,65.3,19,96,5.41,96,0.1,12127.22522,4.9,4.7,0.759,14.5
68.1,138,0.08,190.5453646,83,18869,22.9,167,82,2.74,81,0.3,3113.48635,1.6,1.5,0.656,12.1
53.0,16,0.01,7.344808214,47,141,21.2,23,47,3.62,47,5.1,486.41114,8.7,8.6,0.366,7.1
64.6,8,6.94,351.8603267,94,16118,46.3,9,99,4.7,98,0.1,3771.278957,2.4,2.5,0.737,13.9
81.2,2,8.4,8649.674911,56,99,64.1,2,88,11.2,89,0.1,47447.4762,0.5,0.4,0.898,15.9
65.1,21,10.47,2.642527148,43,2072,54.2,25,97,5.67,96,0.3,21.362386,2.8,3.0,0.72,12.5
53.2,498,8.3,194.2032879,46,52852,24.1,773,46,3.7,46,3.9,2996.96432,1.4,1.2,0.514,9.8
81.9,0,7.3,1212.666327,67,51,58.5,0,98,11.97,98,0.1,6283.24522,1.4,1.3,0.904,15.8
69.5,0,6.76,569.9527122,96,0,47.0,0,96,5.85,96,0.2,4344.15177,3.5,3.4,0.7,12.4
56.7,87,0.01,11.08905273,65,798,13.4,122,41,8.82,41,0.1,198.7285436,19.7,19.9,0.373,6.5
69.4,0,6.48,387.3324928,98,0,44.4,0,98,4.4,98,0.6,4187.3783,3.6,3.5,0.692,12.3
74.5,3,2.87,345.3776344,97,0,5.2,4,97,8.72,97,0.3,2242.711912,2.1,2.1,0.618,11.4
71.6,1,10.72,25.06262895,93,8,57.5,1,94,7.23,94,0.1,1764.97387,2.4,2.5,0.713,12.9
76.6,31,5.26,168.173753,84,3,62.8,36,87,6.3,87,0.1,1452.27766,1.6,1.5,0.754,13.1
64.8,1500,1.37,34.85942671,6,64185,13.9,2000,66,4.25,65,0.3,792.259698,27.1,28.0,0.536,9.7
72.0,1,11.19,32.38616103,96,0,58.6,1,96,7.43,96,0.1,271.46824,2.3,2.4,0.729,12.9
72.6,0,3.01,434.7940679,57,8,72.5,0,57,5.7,62,0.1,3453.487434,0.2,0.2,0.69,12.9
70.0,0,14.09,434.7985025,98,0,58.7,1,98,6.9,96,0.1,5176.172649,2.1,2.2,0.771,15.4
61.4,2,8.01,40.53719812,52,90,31.4,3,44,2.88,45,10.7,727.777345,7.1,6.9,0.646,12.4
71.0,4,3.81,36.81621175,79,0,45.7,4,8,6.13,79,0.3,191.55157,2.1,2.0,0.587,11.0
66.4,10,0.32,4.153362912,86,0,35.3,12,87,5.58,86,0.3,76.914128,3.8,3.8,0.592,10.8
54.0,82,1.54,46.58195631,76,9396,18.1,120,69,5.91,83,15.9,336.3318145,3.9,3.8,0.332,7.0
71.8,0,1.95,4.299053392,98,926,16.2,0,98,5.78,98,0.1,32.37239,14.6,14.7,0.597,12.0
74.4,1,8.65,106.164686,94,44,49.9,1,88,8.17,98,0.1,2492.12878,2.7,2.9,0.722,12.5
70.0,1,14.67,501.8056141,98,0,58.2,1,98,5.95,97,0.1,6376.183153,2.1,2.3,0.755,15.1
81.7,0,7.4,11477.6671,42,26,57.7,0,98,11.7,98,0.1,59593.28711,1.4,1.3,0.901,16.0
81.1,3,11.8,6415.35735,51,1541,59.6,3,98,11.28,98,0.1,41631.13141,0.6,0.6,0.879,16.0
56.9,2,6.21,512.5887995,93,1,33.7,3,96,4.71,96,13.4,5714.47937,9.2,9.0,0.63,12.1
67.2,67,4.44,0.901149288,52,10511,19.2,87,85,3.25,84,0.1,11.553196,1.0,9.7,0.631,11.6
76.6,0,12.1,206.8868182,97,7,6.6,0,97,8.25,97,0.1,1355.74586,1.6,1.6,0.803,14.2
79.7,2,7.7,4687.845565,14,15,6.0,2,88,9.54,91,0.1,28172.14883,0.5,0.4,0.877,15.8
76.5,1,6.74,956.8229765,86,0,52.7,2,86,6.75,86,0.1,6973.9284,2.0,2.0,0.75,12.8
66.6,14,2.2,56.88416481,89,1156,16.4,16,88,5.95,89,0.5,785.6928841,11.0,11.3,0.519,10.6
68.1,56,5.02,212.7418488,88,1536,23.7,71,88,4.46,88,0.1,2581.818554,1.0,9.7,0.666,11.6
64.7,29,0.87,79.50882493,74,6,19.5,40,73,4.15,74,0.4,461.723722,7.3,7.2,0.508,10.3
69.2,0,5.12,72.03911741,5,0,35.2,1,96,5.0,96,2.0,749.626612,6.5,7.0,0.721,11.9
75.2,17,1.41,188.1440348,97,7405,64.5,20,98,5.38,98,0.1,12542.93565,4.9,4.7,0.754,14.4
68.7,0,0.01,188.7373664,97,1,21.9,1,97,3.7,97,0.6,2422.816,16.1,16.7,0.581,12.3
72.7,6,6.02,664.5585242,83,0,53.6,8,85,4.6,88,0.9,5451.6696,3.3,3.3,0.697,12.9
79.8,3,11.5,7777.556353,86,567,58.5,3,95,1.18,96,0.1,41814.8191,1.1,1.1,0.898,16.6
64.2,140,0.01,89.95805845,77,12739,17.2,202,75,4.88,77,0.6,571.1622759,1.5,1.3,0.435,8.4
79.1,0,9.46,2124.921517,92,0,59.2,1,93,8.61,94,0.1,18477.57841,0.8,0.8,0.823,15.2
73.8,0,0.01,660.2777923,56,0,74.3,0,58,7.22,63,0.1,4178.973369,0.2,0.1,0.701,12.9
68.0,2,0.01,28.14578503,77,47,17.0,2,76,1.48,77,0.1,1153.51578,1.9,11.1,0.612,12.5
59.5,69,0.01,78.1842153,67,2787,17.6,93,67,8.52,67,0.1,669.959,17.9,18.0,0.463,9.8
55.3,31,0.01,82.76865922,96,11,18.4,46,95,12.6,96,8.3,374.51882,6.6,6.5,0.454,10.7
73.0,2,2.42,653.6925016,92,0,54.7,2,92,6.95,92,0.2,3895.664491,1.6,1.6,0.675,13.2
85.0,2,8.3,7946.743581,14,101,62.5,2,9,9.83,94,0.1,44544.5268,0.5,0.4,0.894,15.8
58.8,74,0.01,79.67936736,66,1989,16.7,102,66,9.2,66,0.1,553.32894,18.4,18.4,0.448,9.2
59.2,2,5.01,426.7855662,94,184,34.7,3,96,6.39,96,9.0,5185.729845,8.4,8.2,0.661,12.2
61.6,2,8.75,11.05422474,82,3,32.4,3,81,2.54,82,8.9,194.2746,6.8,6.6,0.651,12.4
51.5,36,1.16,7.915071248,93,21,17.3,56,93,1.18,93,14.9,42.7379657,6.9,6.8,0.415,9.9
73.8,20,0.44,320.3239241,9,0,5.8,23,95,3.82,95,0.1,3935.183343,6.0,5.9,0.69,12.3
64.6,2,8.86,154.8758879,79,122,35.2,3,77,3.98,79,3.7,9679.742995,6.2,6.1,0.678,12.5
72.0,81,6.85,186.6090485,96,0,46.9,93,99,7.7,99,0.1,3623.47667,3.2,3.2,0.695,14.0
72.0,0,17.31,846.9113071,98,50,59.9,1,98,4.92,98,0.1,6519.71753,2.0,2.1,0.787,15.5
67.3,10,0.32,43.34099958,93,0,36.6,12,95,6.4,93,0.2,738.3475227,3.7,3.8,0.603,11.1
65.1,0,4.14,49.93698173,87,0,24.7,0,98,7.44,97,1.2,894.927988,6.7,6.6,0.527,10.3
82.5,2,7.56,4831.644796,95,0,63.1,2,95,9.25,95,0.1,35396.66517,0.6,0.6,0.877,16.3
54.3,66,0.94,40.80617976,76,177,2.9,94,73,6.23,76,9.6,526.5313517,3.7,3.6,0.397,9.5
73.6,0,10.14,24.70841046,89,1,59.4,0,92,6.1,92,0.1,1372.68947,2.2,2.3,0.81,15.8
73.6,3,5.36,441.8446244,87,0,47.9,3,83,1.33,87,0.1,3855.537735,2.0,2.0,0.679,12.3
46.0,39,1.04,5.670640102,93,184,15.9,62,94,8.2,93,22.4,28.3673842,7.4,7.2,0.371,9.7
71.7,0,0.01,564.8167043,64,10,52.5,0,65,5.2,64,0.1,3148.36513,1.5,1.4,0.596,10.8
62.1,37,0.01,97.67794571,98,124,28.0,54,93,3.56,98,0.8,1432.227943,6.4,6.3,0.576,11.7
67.4,5,6.79,180.3537859,98,146,56.1,6,99,6.61,99,1.0,1367.352433,2.7,2.8,0.7,14.6
69.3,0,1.24,171.1373611,66,101,42.6,0,67,3.52,7,0.1,1353.934819,1.7,1.6,0.0,10.2
71.6,6,3.09,154.8636161,94,0,4.4,7,95,7.28,95,1.5,1132.8721,2.7,2.6,0.561,10.1
53.6,57,0.55,60.21211141,83,33,18.0,101,78,6.34,77,1.9,487.942556,9.9,9.7,0.338,5.8
72.9,4,1.21,264.7842196,94,47,48.1,5,97,5.4,97,0.1,2213.91488,6.6,6.5,0.646,12.8
71.5,17,4.43,404.4205858,8,3,47.5,21,83,5.96,8,0.1,2395.856551,2.5,2.3,0.653,11.4
82.0,2,8.1,102.1902168,55,418,66.4,2,91,1.45,91,0.1,544.43376,0.5,0.5,0.912,15.9
73.3,6,6.12,49.09241952,81,0,51.5,8,86,4.2,82,1.4,511.37937,3.4,3.3,0.692,12.8
81.0,2,8.4,864.94993,42,14,63.6,2,89,11.17,91,0.1,4773.45436,0.5,0.4,0.898,15.9
69.0,8,0.01,55.79836969,68,22,24.8,12,68,3.21,68,1.3,944.134851,9.6,9.4,0.466,7.2
65.0,0,0.68,188.7108773,96,0,73.4,0,93,13.66,94,0.1,1357.632211,0.2,0.1,0.574,11.8
71.6,14,6.17,301.3597791,96,4165,21.7,16,98,3.51,98,0.5,2659.83918,9.0,9.2,0.674,11.9
73.4,2,9.0,983.2518091,98,193,56.9,2,94,5.83,94,0.1,8297.483621,3.0,3.2,0.797,15.8
78.5,0,10.62,158.7087399,88,0,54.3,0,98,6.83,98,0.1,2293.4789,0.9,1.0,0.815,13.0
74.2,1,7.71,158.2576025,92,31,53.6,1,93,8.57,92,0.1,4142.869175,2.6,2.8,0.749,13.4
88.0,0,7.53,2163.043414,96,1,66.0,0,99,8.8,99,0.1,21673.7817,0.8,0.7,0.862,17.2
73.6,13,4.34,941.6464045,92,0,53.5,15,92,7.1,92,0.1,5148.422113,2.2,2.0,0.691,12.4
58.2,29,2.57,183.0461695,81,13234,21.2,44,83,4.26,81,6.3,1644.619672,6.6,6.4,0.543,12.0
63.0,8,0.01,80.92679802,84,14,3.1,12,84,3.77,84,0.9,1326.66882,8.0,7.7,0.509,8.5
72.2,0,8.12,102.373909,99,10,3.7,0,99,3.73,99,0.1,1214.39987,5.9,6.3,0.728,13.1
56.7,14,1.24,77.09551224,78,425,2.9,22,78,6.64,78,4.3,499.6468713,7.5,7.4,0.442,10.6
48.1,2,4.9,469.5823898,91,1,32.2,4,96,5.56,96,28.4,4896.583835,1.5,1.4,0.58,11.8
73.4,0,15.19,2211.744178,94,11,61.9,0,93,6.55,93,0.1,16554.97139,2.6,2.7,0.841,16.5
73.3,0,2.95,0.108055973,99,12,3.7,0,99,5.29,99,0.2,8.376432,7.2,7.2,0.74,14.0
81.1,1,8.96,1047.370244,2,51,59.9,1,97,1.53,97,0.1,5354.6536,1.0,0.9,0.911,17.2
71.7,15,6.14,282.8364612,96,4519,2.9,18,98,3.58,98,0.6,2358.93629,9.1,9.3,0.666,11.8
74.4,1,3.89,274.1526986,95,0,52.6,1,96,4.48,95,0.1,3684.8481,2.0,2.1,0.732,12.7
79.0,1,3.41,2429.854745,84,0,56.5,1,82,9.73,85,0.1,9186.59639,1.8,1.7,0.752,13.4
78.3,3,12.46,4057.637383,86,6024,55.6,4,96,1.15,93,0.1,23687.31689,1.2,1.1,0.86,16.2
75.9,1,5.58,32.24655228,98,22,51.7,1,99,6.1,98,0.1,363.13685,1.6,1.7,0.703,11.6
76.1,0,4.75,645.021302,9,22,52.6,0,9,9.64,9,0.1,4697.89732,2.7,2.7,0.716,13.3
66.2,2,0.06,36.69198927,79,0,14.7,3,79,0.74,79,0.1,643.71911,11.7,11.7,0.566,11.7
57.2,53,0.01,96.5465827,66,341,21.9,88,72,6.47,66,1.5,777.3476868,8.3,8.1,0.411,7.7
82.0,3,13.18,5291.234786,35,4448,57.0,4,99,1.53,98,0.1,33874.74255,0.6,0.6,0.857,15.5
72.4,0,12.9,1423.802386,94,2,6.0,0,95,7.9,95,0.1,11984.86857,2.8,2.8,0.824,16.8
73.9,3,0.01,561.7684701,87,0,49.4,3,83,9.81,87,0.2,4712.822736,2.0,1.9,0.688,12.3
81.3,1,10.76,8547.292357,94,65,62.9,1,92,8.78,92,0.1,49664.6854,0.7,0.6,0.921,19.1
56.2,14,1.33,69.35924758,24,187,2.4,22,8,5.73,81,4.8,513.391914,7.7,7.6,0.441,10.1
58.6,22,0.01,40.15128458,96,0,17.6,32,96,8.3,96,1.0,282.7555252,7.4,7.4,0.398,10.5
74.5,2,3.55,473.1238124,98,0,53.2,3,99,9.4,98,0.1,1975.46477,1.8,1.7,0.636,11.6
56.0,55,0.59,84.63438925,71,2939,2.2,93,77,6.85,73,1.6,697.153124,9.0,8.8,0.385,7.1
75.3,2,10.9,14.3042452,98,40,56.6,3,99,6.28,99,0.1,1126.31852,2.2,2.4,0.808,15.0
73.2,0,0.01,584.9449886,82,0,74.3,0,84,4.98,82,0.1,4266.557174,0.1,0.1,0.718,14.3
57.1,4,3.57,40.45367358,86,0,23.7,7,85,5.46,86,5.7,692.69989,7.8,7.7,0.41,9.0
76.9,1,12.22,1657.328352,7,0,5.9,1,96,9.1,97,0.1,11729.14616,0.8,0.6,0.782,15.7
71.2,38,1.47,35.55729,72,7823,55.1,46,78,5.36,78,0.1,366.57,5.2,5.0,0.658,11.5
65.5,371,0.04,57.87736282,74,4386,22.5,459,75,3.1,74,0.1,1226.215314,2.0,2.4,0.525,7.5
63.3,150,1.84,86.82551124,69,4347,16.4,221,7,5.77,69,1.2,468.567249,1.7,1.5,0.422,8.4
58.0,22,0.01,38.73170505,96,49,17.1,33,96,8.21,96,1.2,265.285651,7.5,7.5,0.393,10.3
71.4,0,11.0,561.9168642,94,103,57.5,0,97,6.4,95,0.1,4146.987928,3.3,3.3,0.77,15.3
71.4,0,0.01,427.9885222,64,0,5.8,0,65,3.7,64,0.1,3158.58688,1.5,1.4,0.592,10.8
71.7,490,3.06,17.46057369,6,71093,2.5,608,86,4.6,85,0.1,959.372181,5.9,5.1,0.583,9.5
72.2,0,6.33,701.8526364,99,0,31.8,0,99,2.64,99,0.1,11122.8627,5.9,6.3,0.739,13.2
58.1,28,0.22,42.2547904,63,11,21.2,43,63,4.73,63,2.0,459.2912,8.0,8.0,0.385,8.4
59.9,66,0.01,73.21924272,64,430,18.1,89,62,8.13,64,0.1,631.744976,17.7,17.7,0.47,9.9
58.6,77,0.01,56.76221682,63,2861,16.2,106,63,9.42,63,0.1,445.8932979,18.6,18.7,0.434,8.9
53.6,57,5.44,7.562892922,82,100,24.4,89,81,4.76,82,7.0,111.71186,6.6,6.6,0.456,8.0
58.2,50,0.12,5.883760536,7,372,17.3,95,75,6.36,7,0.9,348.151511,1.7,1.6,0.312,4.5
65.8,0,0.01,137.2591943,95,0,76.7,0,91,1.15,95,0.1,1724.361737,0.1,0.1,0.589,11.9
67.6,1000,3.11,67.67230438,7,13822,17.5,1300,82,4.53,83,0.2,1452.195373,26.8,27.5,0.599,11.5
74.4,11,4.41,15.16255482,91,1,56.4,13,91,6.84,91,0.1,83.5863,2.1,1.9,0.712,13.3
61.1,28,0.01,196.6675768,86,9,22.8,41,78,4.99,86,4.3,1738.8822,6.3,6.2,0.57,12.5
75.0,0,4.56,45.71354264,93,23,5.5,0,95,8.5,93,0.1,2968.41186,2.9,2.9,0.0,12.5
71.0,0,7.13,291.0170765,95,0,55.4,0,96,6.0,96,0.1,3352.731296,2.8,2.8,0.716,13.7
73.0,1,4.54,221.8428,99,7,48.9,1,98,6.38,97,0.1,2416.588235,1.8,1.9,0.681,10.9
